UMLClass,UMLEntity,UMLDescription,ConceptName,ConceptPreferredName,Classification,ConceptCode,ConceptDefinition,ConceptDefinitionSource,ModifiedDate,HumanVerified
Agent,isCMAPAgent,,Pharmacologic_Substance,Pharmacologic Substance,PropertyQualifier1,C1909,"A natural, synthetic or semi-synthetic substance including endogenous body substance used to diagnose, prevent, maintain, treat or analyze abnormal and normal biological functions in vivo or in vitro.",NCI,,1
Agent,isCMAPAgent,,Cancer Molecular Analysis Project,Cancer Molecular Analysis Project,PropertyQualifier2,C48274,"Through the Cancer Molecular Analysis Project (CMAP), NCI facilitates the identification and evaluation of molecular targets by integrating comprehensive molecular characterizations of cancer and making the data and infrastructure publicly accessible. CMAP permits investigators to 1) Discover molecular targets, 2) Assess their validity and interaction with other targets, 3) Determine if there are therapeutic agents that can act on specific targets, 4) Screen for possible toxicity, and 5) Determine whether there are clinical trials evaluating these agents. (http://plan2005.cancer.gov/bioinformatics.html)",NCI,,1
Agent,NSCNumber,,NSC Code,NSC Code,Property,C41243,A unique drug identifier issued by the Nomenclature Standards Committee of the U.S. Food and Drug Administration.,NCI,,1
Agent,source,,Source,Source,Property,C25683,Where something is available or from where it originates.,NCI,,1
AgentTarget,AgentTarget,Disease process or gene that the agent is targeted at.,Target,Target,ObjectClass,C25702,The goal intended to be attained; something to point or shoot at.,NCI,,1
AgentTarget,AgentTarget,Disease process or gene that the agent is targeted at.,Pharmacologic_Substance,Pharmacologic Substance,ObjectClassQualifier1,C1909,"A natural, synthetic or semi-synthetic substance including endogenous body substance used to diagnose, prevent, maintain, treat or analyze abnormal and normal biological functions in vivo or in vitro.",NCI,,1
AgentTarget,agentTargetId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
AgentTarget,targetName,Name of the targeted process or gene.,Name,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,1
AnimalAvailability,AnimalAvailability,Availibility of laboratories from commercial or non-commercial sources.,Source,Source,ObjectClass,C25683,Where something is available or from where it originates.,NCI,,1
AnimalAvailability,AnimalAvailability,,Available,Available,ObjectClassQualifier1,C25429,Obtainable or accessible and ready for use or service.,NCI,,1
AnimalAvailability,animalAvailabilityId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
AnimalAvailability,name,,Name,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,1
AnimalAvailability,stockNumber,,Number,Number,Property,C25337,"A numeral or string of numerals expressing value, quantity, or identification.",NCI,,1
AnimalAvailability,stockNumber,,Stock,Stock,PropertyQualifier1,C48288,The merchandise that a shop has on hand.,NCI,,1
AnimalDistributor,AnimalDistributor,Commercial or non-commercial distributor of laboratory animals.,Distributor,Distributor,ObjectClass,C48289,A person or group with authority to allot or deal out or apportion.,NCI,,1
AnimalDistributor,AnimalDistributor,Commercial or non-commercial distributor of laboratory animals.,Animal,Animal,ObjectClassQualifier1,C14182,"A living, sentient organism that has membranous cell walls, requires oxygen and organic foods, and is capable of voluntary movement, as distinguished from a plant or mineral.",NCI,,1
AnimalDistributor,animalDistributorId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
AnimalDistributor,name,,Name,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,1
AnimalModel,AnimalModel,An animal model which develops cancer or can be used to generate a model that develops cancer.,Animal_Cancer_Model,Animal Cancer Model,ObjectClass,C41162,An animal model which develops cancer or can be used to generate a model that develops cancer.,NCI,,1
AnimalModel,isToolMouse,,Flag,Flag,Property,C43578,"An indicator that can be set or unset in order to signal whether a particular condition is true. The indicator usually takes the form of a single binary digit, or bit (either 0 or 1). (from Dictionary of Computers)",NCI,,1
AnimalModel,isToolMouse,,Tool Mouse,Tool Mouse,PropertyQualifier1,C48290,"A mouse strain that does not develop tumors, but can be used in generating tumor bearing strains.",NCI,,1
AnimalModel,url,,Uniform Resource Locator,Uniform Resource Locator,Property,C42743,A Uniform Resource Locator is an Internet address which tells a browser where to find an Internet resource. (from http://www.computeruser.com),NCI,,1
Availability,Availability,"Dates on which a animal model record was entered, modified or release to the intended viewing audience.",Approval,Approval,ObjectClass,C42782,Acceptance as satisfactory.,NCI,,1
Availability,Availability,"Dates on which a animal model record was entered, modified or release to the intended viewing audience.",Date,Date,ObjectClassQualifier1,C25164,"The particular day, month and year an event will happen or has happened.",NCI,,1
Availability,Availability,"Dates on which a animal model record was entered, modified or release to the intended viewing audience.",Released,Release,ObjectClassQualifier2,C42882,To make available; set free.,NCI,,1
Availability,availabilityId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
Availability,enteredDate,Date on which the animal model was entered in the database,Date,Date,Property,C25164,"The particular day, month and year an event will happen or has happened.",NCI,,1
Availability,enteredDate,Date on which the animal model was entered in the database,Entered,Entered,PropertyQualifier1,C37949,"Having made a record of, set down in permanent form, or formally registered to participate in an activity.",NCI,,1
Availability,modifiedDate,Date on which the animal model was modified.,Date,Date,Property,C25164,"The particular day, month and year an event will happen or has happened.",NCI,,1
Availability,modifiedDate,Date on which the animal model was modified.,Modified,Modified,PropertyQualifier1,C25573,Changed or altered in form or character.,NCI,,1
Availability,releaseDate,"Date on which the submitting scientist wishes to release the record to the intended viewing audience (public, consortium)",Date,Date,Property,C25164,"The particular day, month and year an event will happen or has happened.",NCI,,1
Availability,releaseDate,"Date on which the submitting scientist wishes to release the record to the intended viewing audience (public, consortium)",Released,Release,PropertyQualifier1,C42882,To make available; set free.,NCI,,1
Availability,releaseDate,"Date on which the submitting scientist wishes to release the record to the intended viewing audience (public, consortium)",Request,Request,PropertyQualifier2,C48312,Express the need or desire for; ask for.,NCI,,1
Availability,visibleTo,"Defines the viewing audience for a particular record (public, consortium)",Visible To,Visible To,Property,C43613,This property describes the intended viewing audience.,NCI,,1
BiologicalProcess,BiologicalProcess,"A Biological Process is an activity that occurs between organisms or that occurs within an organism and involves the function, or modification of function by external factors, of biologic molecules, biologic complexes, subcellular components, cells, tissues, organs, or organ systems.",Biological Process,Biological Process,ObjectClass,C17828,"An activity that occurs between organisms or that occurs within an organism and involves the function, or modification of function by external factors, of biologic molecules, biologic complexes, subcellular components, cells, tissues, organs, or organ systems.",NCI,,1
BiologicalProcess,biologicalProcessId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
BiologicalProcess,processName,,Name,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,1
CancerModel,CancerModel,Interface to be realized by AbstractCancerModel.,Cancer Model,Cancer Model,ObjectClass,C19691,Any model that can be used to study issues important in cancer such as cancer development or prediction.,NCI,,1
CancerModel,id,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
CellLine,CellLine,Cell lines generated from the animal model.,Cell_Line,Cell Line,ObjectClass,C16403,A permanently established cell culture that will proliferate indefinitely given appropriate fresh medium and space. (On-line Medical Dictionary),NCI,,1
CellLine,CellLine,Cell lines generated from the animal model.,Animal_Cancer_Model,Animal Cancer Model,ObjectClassQualifier1,C41162,An animal model which develops cancer or can be used to generate a model that develops cancer.,NCI,,1
CellLine,cellLineId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
CellLine,comments,,Comment,Comment,Property,C25393,A written explanation or criticism or illustration that is added to a book or other textual material.,NCI,,1
CellLine,experiment,Experiment performed with the cell line generated from the animal model,Experiment,Experiment,Property,C42790,"A set of actions and observations, performed to verify or falsify a hypothesis or research a causal relationship between phenomena.",NCI,,1
CellLine,experiment,Experiment performed with the cell line generated from the animal model,Cell_Line,Cell Line,PropertyQualifier1,C16403,A permanently established cell culture that will proliferate indefinitely given appropriate fresh medium and space. (On-line Medical Dictionary),NCI,,1
CellLine,name,Name of the cell line generated from the animal model,Name,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,1
CellLine,results,Results of the experiment performed with the cell line generated from the animal model,Outcome,Outcome,Property,C20200,A phenomenon that follows and is caused by some previous phenomenon.,NCI,,1
CellLine,results,Results of the experiment performed with the cell line generated from the animal model,Experiment,Experiment,PropertyQualifier1,C42790,"A set of actions and observations, performed to verify or falsify a hypothesis or research a causal relationship between phenomena.",NCI,,1
ChemicalClass,ChemicalClass,Grouping of chemicals / drug with similar chemical properties,Class,Class,ObjectClass,C25346,A grouping of things based on shared common attributes.,NCI,,1
ChemicalClass,ChemicalClass,Grouping of chemicals / drug with similar chemical properties,Pharmacologic Substance,Pharmacologic Substance,ObjectClassQualifier1,C1909,"A natural, synthetic or semi-synthetic substance including endogenous body substance used to diagnose, prevent, maintain, treat or analyze abnormal and normal biological functions in vivo or in vitro.",NCI,,1
ChemicalClass,chemicalClassId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
ChemicalClass,chemicalClassName,Name of chemical class,Name,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,1
ClinicalMarker,ClinicalMarker,"Biological markers are objectively measurable phenotypic parameters (e.g., specific enzyme concentration, specific hormone concentration, specific gene phenotype, presence of biological substances) that characterize an organism's state of health or disease, likelihood of developing a disease, or response to a particular therapeutic intervention.",Biomarker,Biomarker,ObjectClass,C16342,"Objectively measurable phenotypic parameters (e.g., specific enzyme concentration, specific hormone concentration, specific gene phenotype, presence of biological substances) that characterize an organism's state of health or disease, likelihood of developing a disease, or response to a particular therapeutic intervention.",NCI,,1
ClinicalMarker,ClinicalMarker,"Biological markers are objectively measurable phenotypic parameters (e.g., specific enzyme concentration, specific hormone concentration, specific gene phenotype, presence of biological substances) that characterize an organism's state of health or disease, likelihood of developing a disease, or response to a particular therapeutic intervention.",Clinical,Clinical,ObjectClassQualifier1,C25398,Relating to the examination and treatment of patients dependent on direct observation.  The term may also refer to the institution (clinic) providing this activity. (NCI),NCI,,1
ClinicalMarker,clinicalMarkerId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
ClinicalMarker,name,,Name,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,1
ClinicalMarker,value,,Value,Value,Property,C25712,A numerical quantity measured or assigned or computed.,NCI,,1
Comment,Comment,,Comment,Comment,ObjectClass,C25393,A written explanation or criticism or illustration that is added to a book or other textual material.,NCI,,1
Comment,comment,,Comments,Comment,Property,C25393,A written explanation or criticism or illustration that is added to a book or other textual material.,NCI,,1
Comment,commentId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
Conditionality,Conditionality,Indicates if a transgene or targeted modification is done conditionally (time or tissue specific).,Transgene_Conditionality,Transgene Conditionality,ObjectClass,C41084,Indicates if a transgene or targeted modification is done conditionally (time or tissue specific).,NCI,,1
Conditionality,conditionalityId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
Conditionality,conditionedBy,"Indicates if transgene or targeted modification is conditional, meaning time or tissue specific",Factor,Factor,Property,C25506,Anything that contributes causally to a result.,NCI,,1
Conditionality,conditionedBy,"Indicates if transgene or targeted modification is conditional, meaning time or tissue specific",Transgene_Conditionality,Transgene Conditionality,PropertyQualifier1,C41084,Indicates if a transgene or targeted modification is done conditionally (time or tissue specific).,NCI,,1
Conditionality,description,Description of the method used to generate the conditionality of the gene modification,Description,Description,Property,C25365,A statement or an account describing something.,NCI,,1
Conditionality,description,Description of the method used to generate the conditionality of the gene modification,Transgene_Conditionality,Transgene Conditionality,PropertyQualifier1,C41084,Indicates if a transgene or targeted modification is done conditionally (time or tissue specific).,NCI,,1
ContactInfo,address,,Address,Address,Property,C25407,"A standardized representation of the geographical location of a person, business, building, or organization.",NCI,,1
ContactInfo,city,,City,City,Property,C25160,A large and densely populated urban area; a city specified in an address.,NCI,,1
ContactInfo,ContactInfo,,Contact_Info,Contact Info,ObjectClass,C41085,Information regarding the person who is acting as a channel for communication between groups.,NCI,,1
ContactInfo,contactInfoId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
ContactInfo,email,,E-mail,E-mail Address,Property,C42775,A text string identifier for a location to which e-mail can be delivered.,NCI,,1
ContactInfo,fax,,Fax,Fax Number,Property,C42879,A telephone number that is used for identifying a destination fax machine in a telephone network.,NCI,,1
ContactInfo,institute,,Institution,Institution,Property,C41206,"An established society, corporation, foundation or other organization founded and united for a specific purpose, e.g. for health-related research as, a literary institution; also, a building or the buildings occupied or used by such organization.",NCI,,1
ContactInfo,lab,,Laboratory,Laboratory,Property,C37984,A workplace for the conduct of scientific research.,NCI,,1
ContactInfo,phone,,Telephone,Telephone Number,Property,C40978,A sequence of decimal digits (0-9) that is used for identifying a destination telephone line or other device in a telephone network.,NCI,,1
ContactInfo,state,,State,State,Property,C30010,"One of the fifty states which is a member of the federation known as the United States of America. Other US geographic areas, such as Puerto Rico and the District of Columbia, are essentially equivalent to State when used in an address. (from Wikipedia and NCI)",NCI,,1
ContactInfo,zip,,Zip_Code,Zip Code,Property,C25720,A system designed to expedite the sorting and delivery of mail by assigning a series of numbers to each delivery area in the United States.  Also used to refer to any individual delivery area code. (from the American Heritage Dictionary),NCI,,1
Disease,conceptCode,,NCI Concept Code,NCI Concept Code,Property,C43516,A concept unique identifier within the NCI Enterprise Vocabulary Service's NCI Thesaurus.,NCI,,1
Disease,Disease,Disease objects specify a disease name and ID; disease objects also provide access to: ontological relations to other diseases; clinical trial protocols treating the disease; and specific histologies associated with instances of the disease.,Experimental Organism Diagnoses,Experimental Organism Diagnoses,ObjectClass,C22187,"Any abnormal condition that causes discomfort, dysfunction, or distress to the affected organism. Used broadly to include injuries, disabilities, syndromes, symptoms, deviant behaviors, and atypical variations of structure and function.",NCI,,1
Disease,diseaseId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
Disease,name,,Name,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,1
EndpointCode,code,Endpoint code representing a parameter for measuring success of anti-drug screen test.,Code,Code,Property,C25162,"A system, often of numbered categories, for representation of data.",NCI,,1
EndpointCode,code,Endpoint code representing a parameter for measuring success of anti-drug screen test.,End Point,End Point,PropertyQualifier1,C25212,An endpoint is a place of termination or completion. This may be a primary or secondary outcome variable used to judge the effectiveness of a treatment.,NCI,,1
EndpointCode,description,Endpoint code representing a parameter for measuring success of anti-drug screen test.,Description,Description,Property,C25365,A statement or an account describing something.,NCI,,1
EndpointCode,EndpointCode,"A endpoint code captures the parameter for measuring success of anti-drug screen test; mean tumor weight, median survival time, etc.",Code,Code,ObjectClass,C25162,"A system, often of numbered categories, for representation of data.",NCI,,1
EndpointCode,EndpointCode,"A endpoint code captures the parameter for measuring success of anti-drug screen test; mean tumor weightm median survival time, etc.",End Point,End Point,ObjectClassQualifier1,C25212,An endpoint is a place of termination or completion. This may be a primary or secondary outcome variable used to judge the effectiveness of a treatment.,NCI,,1
EndpointCode,endpointCodeId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
EngineeredGene,cabioId,Cabio identification number for the engineered gene,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
EngineeredGene,cabioId,Cabio identification number for the engineered gene,Cancer Bioinformatics Infrastructure Objects,Cancer Bioinformatics Infrastructure Objects,PropertyQualifier1,C42878,"The vision for caCORE is to provide a common data management framework that will support the consistency, clarity, and comparability of biomedical research data and information. The cancer Bioinformatics Infrastructure Objects (caBIO) model and architecture is the primary programmatic interface to caCORE. The heart of caBIO is its domain objects, each of which represents an entity found in biomedical research. These domain objects are related to each other, and examining these relationships can bring to the surface biomedical knowledge that was previously buried in the various primary data sources. (http://ncicb.nci.nih.gov/core)",NCI,,1
EngineeredGene,comments,,Comment,Comment,Property,C25393,A written explanation or criticism or illustration that is added to a book or other textual material.,NCI,,1
EngineeredGene,EngineeredGene,Manipulated Gene introduced in the animal model.,Engineered Gene,Engineered Gene,ObjectClass,C40985,A gene that has been artificially altered in sequence or structure.,NCI,,1
EngineeredGene,engineeredGeneId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
EngineeredGene,name,Name of the engineered gene,Name,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,1
EnvironmentalFactor,CASNumber,,CAS_Registry,CAS_Registry,Property,C43678,Indicates the Chemical Abstracts Service number for a Chemical or Drug.,NCI,,1
EnvironmentalFactor,EnvironmentalFactor,"Chemical, radiation, hormone treatment or other environmental factor that initiates or supports development of neoplasias.",Exogenous Factors,Exogenous Factors,ObjectClass,C19688,"Environmental factors considered as variables in disease incident, transmission, and control.",NCI,,1
EnvironmentalFactor,EnvironmentalFactor,"Chemical, radiation, hormone treatment or other environmental factor that initiates or supports development of neoplasias.",Neoplasm,Neoplasm,ObjectClassQualifier1,C3262,An abnormal tissue growth resulted from uncontrolled cell proliferation.,NCI,,1
EnvironmentalFactor,environmentalFactorId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
EnvironmentalFactor,name,,Name,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,1
EnvironmentalFactor,nameUnctrlVocab,Name of the environmental factor.  This stores uncontrolled vocabulary entered directly from the user in the GUI.,Name,Name,Property,C42614,The words or language units by which a thing is known.,NCI,,1
EnvironmentalFactor,nameUnctrlVocab,Name of the environmental factor.  This stores uncontrolled vocabulary entered directly from the user in the GUI.,Uncontrolled,Uncontrolled,PropertyQualifier1,C48932,"Not controlled, regulated, or constrained.",NCI,,1
EnvironmentalFactor,nameUnctrlVocab,Name of the environmental factor.  This stores uncontrolled vocabulary entered directly from the user in the GUI.,Text,Text,PropertyQualifier2,C25704,The words of something written.,NCI,,1
EnvironmentalFactor,type,"Type of environmental factor such as chemical, radiation or surgery",Exogenous Factors,Exogenous Factors,Property,C19688,"Environmental factors considered as variables in disease incident, transmission, and control.",NCI,,1
EnvironmentalFactor,type,"Type of environmental factor such as chemical, radiation or surgery",Neoplasm,Neoplasm,PropertyQualifier1,C3262,An abnormal tissue growth resulted from uncontrolled cell proliferation.,NCI,,1
EnvironmentalFactor,type,"Type of environmental factor such as chemical, radiation or surgery",Type,Type,PropertyQualifier2,C25284,Something distinguishable as an identifiable class based on common qualities. ,NCI,,1
EnvironmentalFactor,typeUnctrlVocab,"Type of environmental factor such as chemical, radiation or surgery.  This stores uncontrolled vocabulary entered directly from the user in the GUI.",Type,Type,Property,C25284,Something distinguishable as an identifiable class based on common qualities. ,NCI,,1
EnvironmentalFactor,typeUnctrlVocab,"Type of environmental factor such as chemical, radiation or surgery.  This stores uncontrolled vocabulary entered directly from the user in the GUI.",Text,Text,PropertyQualifier1,C25704,The words of something written.,NCI,,1
EnvironmentalFactor,typeUnctrlVocab,"Type of environmental factor such as chemical, radiation or surgery.  This stores uncontrolled vocabulary entered directly from the user in the GUI.",Uncontrolled,Uncontrolled,PropertyQualifier2,C48932,"Not controlled, regulated, or constrained.",NCI,,1
ExpressionFeature,ExpressionFeature,The expression feature object describes expression pattern of the engineered gene in the cancer model.,Expression Feature,Expression Feature,ObjectClass,C41164,Describes the expression pattern of a gene.,NCI,,1
ExpressionFeature,ExpressionFeature,The expression feature object describes expression pattern of the engineered gene in the cancer model.,Engineered Gene,Engineered Gene,ObjectClassQualifier1,C40985,A gene that has been artificially altered in sequence or structure.,NCI,,1
ExpressionFeature,id,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
ExpressionLevelDesc,expressionLevel,The description of the expression level,Level,Level,Property,C25554,"A position on a scale measuring intensity, quality, or amount.",NCI,,1
ExpressionLevelDesc,expressionLevel,The description of the expression level,Gene_Expression,Gene Expression,PropertyQualifier1,C16608,Typically involves transcription of genetically encoded information into an intermediary message (messenger RNA) and subsequent translation into a functional protein.,NCI,,1
ExpressionLevelDesc,ExpressionLevelDesc,This class encapsulates the properties of an caBIO ExpressionLevel object. A client can retrieve information pertaining to a ExpressionLevel.,Level,Level,ObjectClass,C25554,"A position on a scale measuring intensity, quality, or amount.",NCI,,1
ExpressionLevelDesc,ExpressionLevelDesc,This class encapsulates the properties of an caBIO ExpressionLevel object. A client can retrieve information pertaining to a ExpressionLevel.,Gene_Expression,Gene Expression,ObjectClassQualifier1,C16608,Typically involves transcription of genetically encoded information into an intermediary message (messenger RNA) and subsequent translation into a functional protein.,NCI,,1
ExpressionLevelDesc,ExpressionLevelDesc,This class encapsulates the properties of an caBIO ExpressionLevel object. A client can retrieve information pertaining to a ExpressionLevel.,Enumerated,Enumerated,ObjectClassQualifier2,C45674,The act of specifying individually; expressing as a list.,NCI,,1
ExpressionLevelDesc,expressionLevelDescId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
GeneDelivery,GeneDelivery,Gene is delivered to specific organs or specific receptors within the animal model. using viral vectors.,Gene Delivery,Gene Delivery,ObjectClass,C41096,Gene is delivered to specific organs or specific receptors within the animal model using viral vectors.,NCI,,1
GeneDelivery,geneDeliveryId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
GeneDelivery,geneInVirus,Gene that is inserted in viral vector,Gene-Vector_Complex,Gene-Vector Complex,Property,C2175,A complex composed of a viral or non-viral gene transduction agent and gene or genetic material.,NCI,,1
GeneDelivery,viralVector,Virus is used as vehicle to deliver the gene of interest; retroviral or adenoviral vectors are commonly used.,Viral_Vector,Viral Vector,Property,C2173,"A viral gene transduction agent used to transfer genes or genetic materials, such as retroviruses and adenoviruses.(NCI)",NCI,,1
GeneDelivery,viralVectorUnctrlVocab,Virus is used as vehicle to deliver the gene of interest; retroviral or adenoviral vectors are commonly used.  This stores uncontrolled vocabulary entered directly from the user in the GUI.,Viral_Vector,Viral Vector,Property,C2173,"A viral gene transduction agent used to transfer genes or genetic materials, such as retroviruses and adenoviruses.(NCI)",NCI,,1
GeneDelivery,viralVectorUnctrlVocab,Virus is used as vehicle to deliver the gene of interest; retroviral or adenoviral vectors are commonly used.  This stores uncontrolled vocabulary entered directly from the user in the GUI.,Text,Text,PropertyQualifier1,C25704,The words of something written.,NCI,,1
GeneDelivery,viralVectorUnctrlVocab,Virus is used as vehicle to deliver the gene of interest; retroviral or adenoviral vectors are commonly used.  This stores uncontrolled vocabulary entered directly from the user in the GUI.,Uncontrolled,Uncontrolled,PropertyQualifier2,C48932,"Not controlled, regulated, or constrained.",NCI,,1
GeneFunction,function,Functions of the gene,Gene_Function,Gene Function,Property,C48933,A term that expresses the function of a gene product.,NCI,Functions of the gene,1
GeneFunction,GeneFunction,Functions of the engineered genes.,Gene_Function,Gene Function,ObjectClass,C48933,A term that expresses the function of a gene product.,NCI,,1
GeneFunction,GeneFunction,Functions of the engineered genes.,Engineered_Gene,Engineered Gene,ObjectClassQualifier1,C16621,A gene that has been artificially altered in sequence or structure.,NCI,,1
GeneFunction,geneFunctionId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
GeneticAlteration,GeneticAlteration,Genetic alterations found in the neoplastic lesions of the animal model. These alterations are not made intentionally.,Molecular_Genetic Abnormality,Molecular Genetic Abnormality,ObjectClass,C36391,Any alteration in the structure or sequence of the nucleic acid of an organism.,NCI,,1
GeneticAlteration,geneticAlterationId,,Identifier,Identifier,Property,C25364,"One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.",NCI,,1
GeneticAlteration,methodOfObservation,Method by which the observation made in regard to altered genes in the neoplastic lesions,Observation,Observation,Property,C25598,Observation; watching something and taking note of what happens.,NCI,,1
GeneticAlteration,methodOfObservation,Method by which the observation made in regard to altered genes in the neoplastic lesions,Techniques,Techniques,PropertyQualifier1,C16847,Scientific or clinical procedures and methods.,NCI,,1
GeneticAlteration,observation,Observation made in regard to altered genes in the neoplastic lesions,Observation,Observation,Property,C25598,Observation; watching something and taking note of what happens.,NCI,,1
GenomicSegment,cloneDesignator,Location of the clone in the library,Coordinate,Coordinate,Property,C44465,A number or other designation that identifies a position relative to an axis or grid.,NCI,,1
GenomicSegment,cloneDesignator,Location of the clone in the library,Clone,Clone,PropertyQualifier1,C37925,"A group of genetically identical cells, organisms, or DNA molecules.",NCI,,1
GenomicSegment,cloneDesignator,Location of the clone in the library,Hybridization_Array,Hybridization Array,PropertyQualifier2,C18842,"A molecular biology device that utilizes a set of defined oligonucleotide probes, recombinant clones, or other samples attached in a specific grid arrangement to a solid support for nucleic acid hybridization assays in gene mapping studies or in determining gene sequences, sequence variations, or gene expression patterns.",NCI,,1
GenomicSegment,GenomicSegment,Genomic segment extracted from a library e.g. BAC or YAC library to be used in the genetic manipulation of the animal model.,Genomic Segment,Genomic Segment,ObjectClass,C41097,Genomic segment extracted from a library e.g. BAC or YAC library to be used in the genetic manipulation of the animal model.,NCI,,1
GenomicSegment,locationOfIntegration,Location of integration of the genomic segment in the genome of the animal model.,DNA Integration,DNA Integration,Property,C18855,"In molecular biology, a recombination event in which a genetic element is inserted.",NCI,,1
